id1	id2	overlapp	overlap	cor	p.value	mean1	mean2	ratio
AT1G23050	AT1G23052	0.99697519661222	824	0.581480579593717	2.63767635228202e-14	1.86419425374064	3.15915006323046	1.69464639046677
AT1G26220	AT1G26208	0.114568374022658	359	0.673624176354445	3.01690908242507e-20	9.09363824271992	1.28706832044647	0.141535025486291
AT1G55265	AT1G08043	0.844333748443338	678	0.463480067354217	5.5670683607477e-09	25.1228522233362	6.28754474416442	0.250271931238923
AT1G68870	AT1G68872	0.288363171355499	451	0.569813023526581	1.10876272060313e-13	2.25806114444196	0.647874287969935	0.286916184517247
AT1G78270	AT1G78265	0.996236559139785	1853	0.525829206933254	1.54407883404283e-11	5.17256884396304	3.96908883775489	0.767334173306801
AT1G79510	AT1G09863	0.60538021605592	1429	0.574757568478472	6.07528380858257e-14	16.7134145528471	0.668580663767969	0.0400026375013883
AT2G45243	AT2G45245	0.450206689214581	599	0.437367969604406	4.71044564717724e-08	1.30024242970231	5.25077649134169	4.03830575852217
AT2G45310	AT2G45315	0.990369994931576	1954	0.645352557378236	3.30780923529423e-18	1.62646964183811	2.14143939545	1.31661811592739
AT2G45530	AT2G09640	0.703266787658802	775	0.614491814729755	3.27392973310338e-16	11.1609163584824	5.68710686778047	0.509555549483015
AT3G24520	AT3G24518	0.562976802117391	1808	0.476176271027335	1.84408915726503e-09	9.20869331723948	0.380480699405384	0.0413175557375867
AT3G62090	AT3G09745	0.924955595026643	2083	0.438295631690292	4.37956473019751e-08	1.91170546376987	0.835911264910139	0.437259442289675
AT3G63440	AT3G63445	0.722860378579518	2234	0.480973359247047	1.20038445213228e-09	1.50422850606212	1.08869855323624	0.723758756630876
AT4G09430	AT4G09432	0.0887006908847782	199	0.301891551236218	0.000248027553739571	0.433614231965804	0.529975878885259	1.22222897639359
AT4G39840	AT4G39838	0.954920019389239	1970	0.489724043392434	5.39112799219556e-10	16.3807201378335	4.98402342112201	0.304261557439757
AT4G40080	AT4G40085	0.953656024716787	1389	0.41576273948864	2.41875511637471e-07	2.41076680285314	0.334647078304596	0.138813541777886
AT5G01540	AT5G01542	0.968645237625715	2456	0.430579962449219	7.97373141517216e-08	11.5634430705043	1.81122368894819	0.156633597614901
AT5G18260	AT5G18255	0.732859319451498	1443	0.556158042866055	5.5489183643595e-13	5.36467801505911	4.77263460680313	0.889640458086383
AT5G38210	AT5G38212	0.990139270102674	4870	0.341466460326624	2.99744642285374e-05	13.1540024057873	0.273096975163908	0.0207615117238959
AT5G67490	AT5G67488	0.798888888888889	719	0.428716641861289	9.19479763411244e-08	14.5251925821461	0.538348921349305	0.0370631176354265
